timestamp,rank,name,symbol,price,change_1h,change_24h,change_7d,market_cap,volume_24h
2026-09-06T12:32:05+00:00,5,Solana,SOL,181.605308,-0.09,-5.14,12.62,84117289033.37,6587370552.89
2026-09-06T12:32:05+00:00,6,XRP,XRP,1.460185,-0.42,-1.58,18.14,81364173838.33,3256217787.46
2026-09-06T12:32:05+00:00,7,Dogecoin,DOGE,0.12318,-1.4,6.48,13.23,18170499797.0,1456508505.42
2026-09-06T12:32:05+00:00,8,Cardano,ADA,0.629637,0.63,-2.39,4.2,21341323056.36,663373390.22
2026-09-06T12:32:05+00:00,9,Avalanche,AVAX,127.739921,0.6,0.43,17.68,18974847585.97,1563786937.91
2026-09-06T12:32:05+00:00,10,Chainlink,LINK,26.631151,-1.16,-3.97,-4.75,16115934763.19,1056016927.46
2026-09-06T12:32:05+00:00,11,Polkadot,DOT,8.643378,-0.32,-5.9,16.85,11366662757.46,655382114.75
2026-09-06T12:32:05+00:00,12,Polygon,MATIC,0.984901,1.62,-1.27,17.12,9100300107.28,563376429.49
2026-09-06T12:32:05+00:00,13,Litecoin,LTC,112.558528,-1.93,-0.96,-8.59,8316660656.95,654781907.05
2026-09-06T12:32:05+00:00,14,TRON,TRX,0.177442,-0.11,3.6,4.48,16043966252.64,983724856.47
2026-09-06T12:32:05+00:00,15,Toncoin,TON,6.862753,1.14,-6.3,4.61,17212979035.08,806439919.14
2026-09-06T13:32:05+00:00,1,Bitcoin,BTC,58567.999376,0.03,0.99,11.6,1179652220050.12,66216037229.14
2026-09-06T13:32:05+00:00,2,Ethereum,ETH,4324.078976,0.02,0.19,9.25,515508208576.17,31990517147.45
2026-09-06T13:32:05+00:00,3,Tether,USDT,0.998682,1.77,3.19,15.68,121061233411.93,5469064517.65
2026-09-06T13:32:05+00:00,4,BNB,BNB,614.526561,1.77,5.44,-10.2,89517406005.71,5098743093.74
2026-09-06T13:32:05+00:00,5,Solana,SOL,174.331197,-1.04,-6.83,8.43,84879283996.99,7074541856.1
2026-09-06T13:32:05+00:00,6,XRP,XRP,1.390559,0.86,2.56,-10.0,81620189190.52,7132267643.76
2026-09-06T13:32:05+00:00,7,Dogecoin,DOGE,0.12388,1.81,-1.63,2.05,18479292952.44,1463024247.09
2026-09-06T13:32:05+00:00,8,Cardano,ADA,0.599569,-0.27,0.25,-3.13,21369170206.44,1055897983.16
2026-09-06T13:32:05+00:00,9,Avalanche,AVAX,125.885868,-1.92,0.86,0.42,18816871152.71,947907593.62
2026-09-06T13:32:05+00:00,10,Chainlink,LINK,26.314219,0.05,-6.97,19.48,16293429630.18,1430488471.8
2026-09-06T13:32:05+00:00,11,Polkadot,DOT,8.562035,-0.94,-7.37,12.26,11347661710.23,430616002.57
2026-09-06T13:32:05+00:00,12,Polygon,MATIC,0.975429,1.65,5.1,-5.95,9036184966.43,774867643.65
2026-09-06T13:32:05+00:00,13,Litecoin,LTC,112.876092,0.8,-6.57,-12.99,8431618535.99,466359788.56
2026-09-06T13:32:05+00:00,14,TRON,TRX,0.176356,1.75,2.15,13.06,15965965093.45,1310116862.74
2026-09-06T13:32:05+00:00,15,Toncoin,TON,6.662142,1.45,-0.74,-3.13,17318360184.99,1480882716.87
2026-09-06T14:32:05+00:00,1,Bitcoin,BTC,56823.982371,-1.48,0.43,-6.65,1160861164282.86,46433726230.15
2026-09-06T14:32:05+00:00,2,Ethereum,ETH,4179.210695,-1.19,-3.01,-4.32,518678021991.59,24457187443.07
2026-09-06T14:32:05+00:00,3,Tether,USDT,1.000005,-1.29,-2.45,-14.36,119401077014.87,3710492045.68
2026-09-06T14:32:05+00:00,4,BNB,BNB,620.903467,0.2,-4.97,1.62,90984095682.97,3281194639.29
2026-09-06T14:32:05+00:00,5,Solana,SOL,182.343671,-0.27,-0.08,14.21,84219529295.55,5097857661.71
2026-09-06T14:32:05+00:00,6,XRP,XRP,1.435996,1.93,-2.52,14.13,81334895150.67,5520847971.58
2026-09-06T14:32:05+00:00,7,Dogecoin,DOGE,0.12528,-0.61,-7.13,-10.46,18142884550.5,1362496339.6
2026-09-06T14:32:05+00:00,8,Cardano,ADA,0.603025,-1.35,-6.65,14.44,21659331263.14,1510000854.3
2026-09-06T14:32:05+00:00,9,Avalanche,AVAX,122.604574,-1.03,-3.31,1.08,18869862517.14,1078240053.39
2026-09-06T14:32:05+00:00,10,Chainlink,LINK,25.748955,1.85,7.56,4.15,16117200664.04,1424628100.5
2026-09-06T14:32:05+00:00,11,Polkadot,DOT,8.669784,-0.57,-7.98,-1.64,11394218747.05,685890580.36
2026-09-06T14:32:05+00:00,12,Polygon,MATIC,0.962418,0.02,-7.92,-5.75,9025335118.41,491133098.98
2026-09-06T14:32:05+00:00,13,Litecoin,LTC,109.309002,-1.91,-3.13,-6.85,8414377991.74,518711532.34
2026-09-06T14:32:05+00:00,14,TRON,TRX,0.183721,0.63,3.46,15.77,16064424303.68,798046172.49
2026-09-06T14:32:05+00:00,15,Toncoin,TON,7.038933,-1.4,3.59,7.51,17142150671.08,1386030545.88
2026-09-06T15:32:05+00:00,1,Bitcoin,BTC,58981.809027,0.51,3.74,13.43,1161559798074.45,71867761373.9
2026-09-06T15:32:05+00:00,2,Ethereum,ETH,4296.206441,1.34,4.87,13.92,516867514853.44,43122008639.11
2026-09-06T15:32:05+00:00,3,Tether,USDT,1.010974,0.77,-4.32,-13.91,119119423675.01,6197093830.32
2026-09-06T15:32:05+00:00,4,BNB,BNB,597.824473,1.34,0.94,6.97,90427712531.91,6389754520.95
2026-09-06T15:32:05+00:00,5,Solana,SOL,178.805072,-1.99,4.76,11.19,84405015136.39,5242251859.26
2026-09-06T15:32:05+00:00,6,XRP,XRP,1.433572,-1.74,3.79,-6.17,80310608999.96,3720612959.87
2026-09-06T15:32:05+00:00,7,Dogecoin,DOGE,0.127734,-1.18,3.84,19.15,18297785253.06,969051404.0
2026-09-06T15:32:05+00:00,8,Cardano,ADA,0.611229,0.73,4.27,6.59,21561388079.41,744938647.18
2026-09-06T15:32:05+00:00,9,Avalanche,AVAX,121.601977,-0.98,3.89,-4.35,19025749445.19,584214903.19
2026-09-06T15:32:05+00:00,10,Chainlink,LINK,25.431468,-0.92,2.75,9.23,16256929280.81,768712497.03
2026-09-06T15:32:05+00:00,11,Polkadot,DOT,8.778701,-0.14,-0.54,-10.85,11489755147.17,478287020.42
2026-09-06T15:32:05+00:00,12,Polygon,MATIC,1.008114,1.75,-7.72,1.06,9158221380.07,801587105.4
2026-09-06T15:32:05+00:00,13,Litecoin,LTC,112.059097,-0.93,-4.64,18.1,8351399077.99,545062073.33
2026-09-06T15:32:05+00:00,14,TRON,TRX,0.177109,0.1,7.24,-10.36,16203109877.42,974447045.62
2026-09-06T15:32:05+00:00,15,Toncoin,TON,6.998768,0.81,-4.3,16.42,17295204667.12,544778110.41
2026-09-06T16:32:05+00:00,1,Bitcoin,BTC,55910.245507,-0.03,-0.79,-4.43,1161592548954.03,59246002279.24
2026-09-06T16:32:05+00:00,2,Ethereum,ETH,4247.682429,1.36,-7.97,11.28,519499623400.79,19196480121.45
2026-09-06T16:32:05+00:00,3,Tether,USDT,1.025584,0.85,6.43,-4.86,119693332798.45,6428875550.7
2026-09-06T16:32:05+00:00,4,BNB,BNB,630.665836,0.36,-2.23,-0.02,89794380075.73,2967226939.61
2026-09-06T16:32:05+00:00,5,Solana,SOL,174.644276,1.34,-3.43,17.75,83976860121.3,3877646667.85
2026-09-06T16:32:05+00:00,6,XRP,XRP,1.420934,-1.24,-2.03,18.47,81622511819.95,6376136619.91
2026-09-06T16:32:05+00:00,7,Dogecoin,DOGE,0.12699,1.65,7.05,4.22,18380363564.99,603324685.82
2026-09-06T16:32:05+00:00,8,Cardano,ADA,0.620532,-0.2,4.04,7.56,21408069577.73,708180207.43
2026-09-06T16:32:05+00:00,9,Avalanche,AVAX,127.411111,-1.49,-0.45,-2.97,18923153308.91,1412497055.7
2026-09-06T16:32:05+00:00,10,Chainlink,LINK,26.866451,-0.96,2.5,-4.47,16218572231.6,869325479.93
2026-09-06T16:32:05+00:00,11,Polkadot,DOT,8.59495,-1.35,-4.67,16.71,11399333279.05,492497272.51
2026-09-06T16:32:05+00:00,12,Polygon,MATIC,1.003888,1.99,-0.8,-10.11,9044018091.43,322530121.43
2026-09-06T16:32:05+00:00,13,Litecoin,LTC,111.334146,-1.64,-4.17,-5.96,8411695780.71,699174735.44
2026-09-06T16:32:05+00:00,14,TRON,TRX,0.183711,-0.35,-1.38,3.35,16060350792.0,809704195.09
2026-09-06T16:32:05+00:00,15,Toncoin,TON,6.660269,-0.89,7.48,-10.59,17301174928.67,1172552728.27
2026-09-06T17:32:05+00:00,1,Bitcoin,BTC,58881.258602,-1.14,-3.66,-6.3,1167654316999.85,66399259143.43
2026-09-06T17:32:05+00:00,2,Ethereum,ETH,4412.063438,1.39,5.97,-14.24,511172752851.75,37446484861.7
2026-09-06T17:32:05+00:00,3,Tether,USDT,1.023742,-0.11,1.39,-14.99,119739650629.7,10273156370.84
2026-09-06T17:32:05+00:00,4,BNB,BNB,624.302278,1.42,7.56,-6.3,89494718982.07,3541495822.24
2026-09-06T17:32:05+00:00,5,Solana,SOL,179.160099,0.73,7.06,10.26,84648723625.99,6404949973.91
2026-09-06T17:32:05+00:00,6,XRP,XRP,1.416364,0.21,-7.37,12.38,80566774462.93,6900811732.13
2026-09-06T17:32:05+00:00,7,Dogecoin,DOGE,0.1271,-0.78,-5.95,-6.19,18349882541.64,1316042945.21
2026-09-06T17:32:05+00:00,8,Cardano,ADA,0.597758,-1.72,0.39,5.4,21451875237.39,933422113.36
2026-09-06T17:32:05+00:00,9,Avalanche,AVAX,124.983288,-1.96,-3.18,1.12,19174397189.32,1304816228.87
2026-09-06T17:32:05+00:00,10,Chainlink,LINK,26.721451,-0.1,-4.24,-6.35,16349239010.46,1170923360.25
2026-09-06T17:32:05+00:00,11,Polkadot,DOT,8.668653,-1.91,-0.03,8.61,11381763618.85,517963187.54
2026-09-06T17:32:05+00:00,12,Polygon,MATIC,0.98984,1.7,-4.37,-13.81,9070525385.8,502624037.91
2026-09-06T17:32:05+00:00,13,Litecoin,LTC,113.63123,-1.21,4.75,10.87,8400819569.08,355430167.87
2026-09-06T17:32:05+00:00,14,TRON,TRX,0.186103,-0.75,5.12,-6.92,16010304585.84,1217614734.52
2026-09-06T17:32:05+00:00,15,Toncoin,TON,6.75584,1.81,-0.07,-8.44,17204270151.94,951876187.23
2026-09-06T18:32:05+00:00,1,Bitcoin,BTC,58198.151045,1.8,-5.66,-1.23,1163283008354.55,103483203286.29
2026-09-06T18:32:05+00:00,2,Ethereum,ETH,4202.798766,-1.79,-7.04,-1.23,520109087638.77,42835749414.92
2026-09-06T18:32:05+00:00,3,Tether,USDT,1.013963,1.99,6.91,-3.48,119245229255.9,10338347171.09
2026-09-06T18:32:05+00:00,4,BNB,BNB,621.389471,-1.87,2.63,-1.75,89972486050.11,4501146813.92
2026-09-06T18:32:05+00:00,5,Solana,SOL,175.36945,-1.99,-3.52,-2.7,85168909037.22,3158458740.66
2026-09-06T18:32:05+00:00,6,XRP,XRP,1.459556,-1.17,-2.29,13.76,81521652931.59,4531703763.35
2026-09-06T18:32:05+00:00,7,Dogecoin,DOGE,0.122592,-0.11,-2.04,17.18,18187647584.6,948945250.91
2026-09-06T18:32:05+00:00,8,Cardano,ADA,0.626578,-1.88,-1.43,13.41,21614667241.01,697437834.25
2026-09-06T18:32:05+00:00,9,Avalanche,AVAX,120.762898,-1.75,6.72,-6.0,19093968985.71,1594349039.42
2026-09-06T18:32:05+00:00,10,Chainlink,LINK,25.86779,-0.91,7.32,6.59,16122943881.44,1182569945.53
2026-09-06T18:32:05+00:00,11,Polkadot,DOT,8.673434,-0.9,-7.94,11.45,11494952789.63,775642349.3
2026-09-06T18:32:05+00:00,12,Polygon,MATIC,1.006063,-1.9,-4.26,1.63,9183133532.41,793835176.74
2026-09-06T18:32:05+00:00,13,Litecoin,LTC,111.634656,-1.0,-1.12,2.27,8471920702.54,344201372.66
2026-09-06T18:32:05+00:00,14,TRON,TRX,0.184286,0.95,5.16,12.05,16134535862.46,799654617.35
2026-09-06T18:32:05+00:00,15,Toncoin,TON,6.765943,-0.55,4.52,-12.23,17195269879.93,1300495326.15
2026-09-06T19:32:05+00:00,1,Bitcoin,BTC,56752.92101,-1.74,-7.46,4.34,1165922745485.31,103913955115.86
2026-09-06T19:32:05+00:00,2,Ethereum,ETH,4393.903252,1.95,-3.76,-12.06,511835081010.65,30912794309.57
2026-09-06T19:32:05+00:00,3,Tether,USDT,1.012586,-0.21,-4.25,-0.41,120288738350.12,8453582055.06
2026-09-06T19:32:05+00:00,4,BNB,BNB,621.450776,1.39,2.63,-10.76,90814931608.37,4295948978.84
2026-09-06T19:32:05+00:00,5,Solana,SOL,179.638015,-0.51,3.81,-8.03,83973660365.35,3774403263.45
2026-09-06T19:32:05+00:00,6,XRP,XRP,1.390463,1.54,1.25,-3.58,80831632744.88,7253300811.46
2026-09-06T19:32:05+00:00,7,Dogecoin,DOGE,0.126055,-1.07,4.94,7.87,18479689768.3,661360997.91
2026-09-06T19:32:05+00:00,8,Cardano,ADA,0.611073,1.28,5.45,17.0,21302355602.14,1023843930.96
2026-09-06T19:32:05+00:00,9,Avalanche,AVAX,121.391717,-1.24,7.57,5.41,19163466024.16,994350138.34
2026-09-06T19:32:05+00:00,10,Chainlink,LINK,26.693795,-0.2,-3.84,12.22,16344407475.04,588818220.61
2026-09-06T19:32:05+00:00,11,Polkadot,DOT,8.820593,0.48,-4.52,-2.1,11318232242.51,481519883.21
2026-09-06T19:32:05+00:00,12,Polygon,MATIC,0.965589,0.4,2.43,-7.88,9011071130.27,451678080.67
2026-09-06T19:32:05+00:00,13,Litecoin,LTC,113.602588,-1.26,-3.0,-7.88,8449607236.23,528214596.42
2026-09-06T19:32:05+00:00,14,TRON,TRX,0.176257,-1.59,-1.68,4.25,16144816586.52,571053410.01
2026-09-06T19:32:05+00:00,15,Toncoin,TON,6.701978,0.78,-1.44,-5.08,17233428133.91,1508410012.76
2026-09-06T20:32:05+00:00,1,Bitcoin,BTC,56977.852872,0.27,-2.29,-0.42,1178523365154.41,105062748960.52
2026-09-06T20:32:05+00:00,2,Ethereum,ETH,4259.975806,-1.21,3.65,-7.87,510900646476.15,43394482806.08
2026-09-06T20:32:05+00:00,3,Tether,USDT,0.995425,1.28,-1.5,15.9,119906174965.62,4770320970.83
2026-09-06T20:32:05+00:00,4,BNB,BNB,594.514821,0.21,2.25,16.84,89458612126.03,6073317148.64
2026-09-06T20:32:05+00:00,5,Solana,SOL,177.53348,0.02,-5.67,-5.08,84435716181.53,7218730936.14
2026-09-06T20:32:05+00:00,6,XRP,XRP,1.386669,-0.04,4.88,18.84,80509693562.3,3045520723.08
2026-09-06T20:32:05+00:00,7,Dogecoin,DOGE,0.12935,1.9,-0.28,-13.13,18455977419.64,974908910.3
2026-09-06T20:32:05+00:00,8,Cardano,ADA,0.626843,0.48,5.19,-9.39,21622904995.89,931476862.22
2026-09-06T20:32:05+00:00,9,Avalanche,AVAX,123.518047,1.39,5.27,-8.6,18892892013.31,1025709964.71
2026-09-06T20:32:05+00:00,10,Chainlink,LINK,26.148041,-0.47,-6.03,-6.35,16272861991.79,1358170761.34
2026-09-06T20:32:05+00:00,11,Polkadot,DOT,8.528526,0.25,4.12,-13.67,11477110571.19,422528014.47
2026-09-06T20:32:05+00:00,12,Polygon,MATIC,0.985852,0.2,2.03,-4.28,9085453079.42,591113064.8
2026-09-06T20:32:05+00:00,13,Litecoin,LTC,111.899189,0.64,-0.85,0.34,8319927047.08,563921507.43
2026-09-06T20:32:05+00:00,14,TRON,TRX,0.180886,-1.06,4.22,12.3,16086569071.17,656463687.19
2026-09-06T20:32:05+00:00,15,Toncoin,TON,6.829009,-1.57,-5.94,0.07,17158732747.79,977761884.54
2026-09-06T21:32:05+00:00,1,Bitcoin,BTC,57661.76351,-1.84,2.18,-12.12,1175463437261.74,89690053261.61
2026-09-06T21:32:05+00:00,2,Ethereum,ETH,4298.038898,-1.78,0.06,-1.77,520652957544.43,19696309683.92
2026-09-06T21:32:05+00:00,3,Tether,USDT,1.021424,1.98,3.71,13.52,119264897527.66,10668442255.09
2026-09-06T21:32:05+00:00,4,BNB,BNB,612.041299,1.83,6.66,-9.22,90720240266.24,7742317786.55
2026-09-06T21:32:05+00:00,5,Solana,SOL,174.25573,-0.6,4.1,-9.44,85069354863.55,3924562485.51
2026-09-06T21:32:05+00:00,6,XRP,XRP,1.446891,-1.43,0.04,17.2,80527483813.31,3707536846.65
2026-09-06T21:32:05+00:00,7,Dogecoin,DOGE,0.126045,-0.72,-7.41,-8.63,18176009940.99,1577171329.46
2026-09-06T21:32:05+00:00,8,Cardano,ADA,0.618598,1.58,-5.3,12.47,21334483841.36,1329630390.13
2026-09-06T21:32:05+00:00,9,Avalanche,AVAX,125.246092,-0.56,5.97,4.43,19030416600.72,1576089826.24
2026-09-06T21:32:05+00:00,10,Chainlink,LINK,25.500343,1.97,2.08,-1.2,16296445276.2,743341003.99
2026-09-06T21:32:05+00:00,11,Polkadot,DOT,9.0281,0.31,-2.24,11.76,11386840211.16,462901144.18
2026-09-06T21:32:05+00:00,12,Polygon,MATIC,0.994323,-1.81,5.12,-6.12,9125341287.46,810294137.98
2026-09-06T21:32:05+00:00,13,Litecoin,LTC,112.979109,0.65,-3.0,-14.94,8321677249.71,327279837.39
2026-09-06T21:32:05+00:00,14,TRON,TRX,0.18226,-0.27,0.2,16.34,15981511500.49,702532812.71
2026-09-06T21:32:05+00:00,15,Toncoin,TON,6.902836,-1.91,-7.96,-2.58,17163801477.66,889723308.45
2026-09-06T22:32:05+00:00,1,Bitcoin,BTC,56673.228395,0.33,1.43,-7.85,1172899951678.41,68438107165.21
2026-09-06T22:32:05+00:00,2,Ethereum,ETH,4200.952986,1.75,-4.1,-9.77,511828704188.59,35238984588.98
2026-09-06T22:32:05+00:00,3,Tether,USDT,1.022277,1.13,-1.57,-5.75,118827590490.39,8243621017.86
2026-09-06T22:32:05+00:00,4,BNB,BNB,614.630072,-0.6,2.33,0.53,90988631445.72,6675823088.79
2026-09-06T22:32:05+00:00,5,Solana,SOL,176.220065,1.61,-7.3,3.6,84241308966.83,3735554833.64
2026-09-06T22:32:05+00:00,6,XRP,XRP,1.382374,1.12,-7.8,4.28,81714291384.51,3121415407.72
2026-09-06T22:32:05+00:00,7,Dogecoin,DOGE,0.123728,0.43,0.11,7.45,18414697374.54,740754143.18
2026-09-06T22:32:05+00:00,8,Cardano,ADA,0.605001,-0.8,-7.22,16.13,21621678897.26,1567864211.61
2026-09-06T22:32:05+00:00,9,Avalanche,AVAX,120.550427,1.38,3.92,1.28,19091866879.68,1085835452.53
2026-09-06T22:32:05+00:00,10,Chainlink,LINK,25.690506,-1.58,-4.28,-13.64,16146707202.5,1214663747.81
2026-09-06T22:32:05+00:00,11,Polkadot,DOT,8.872666,1.38,3.39,-5.69,11412263608.83,640260062.11
2026-09-06T22:32:05+00:00,12,Polygon,MATIC,0.996961,0.09,-3.76,7.47,9184655627.66,391479559.63
2026-09-06T22:32:05+00:00,13,Litecoin,LTC,114.963025,-1.94,-3.83,-6.74,8440971615.57,728127739.25
2026-09-06T22:32:05+00:00,14,TRON,TRX,0.183673,-0.69,6.08,-3.5,16016012016.37,1359711068.64
2026-09-06T22:32:05+00:00,15,Toncoin,TON,6.893638,0.77,2.64,19.27,17289444559.18,1390620295.9
2026-09-06T23:32:05+00:00,1,Bitcoin,BTC,58309.914284,1.43,-1.0,10.36,1171645967140.07,56704108577.98
2026-09-06T23:32:05+00:00,2,Ethereum,ETH,4220.852283,0.49,-6.76,16.88,512332219527.51,16312902941.88
2026-09-06T23:32:05+00:00,3,Tether,USDT,0.976401,1.72,-2.48,-10.04,118868958306.86,3899875964.2
2026-09-06T23:32:05+00:00,4,BNB,BNB,619.417127,0.54,3.15,10.79,89416640543.53,5901638797.63
2026-09-06T23:32:05+00:00,5,Solana,SOL,177.453637,1.27,5.11,16.19,83667320930.22,6926500051.52
2026-09-06T23:32:05+00:00,6,XRP,XRP,1.455308,1.78,-6.29,-7.8,80371390953.77,2597314359.2
2026-09-06T23:32:05+00:00,7,Dogecoin,DOGE,0.128629,1.25,2.15,13.88,18348142357.51,864526868.74
2026-09-06T23:32:05+00:00,8,Cardano,ADA,0.597307,-1.61,4.12,-7.83,21422229718.23,1191657347.43
2026-09-06T23:32:05+00:00,9,Avalanche,AVAX,120.659022,-0.97,-3.48,10.05,18949849241.12,935744136.85
2026-09-06T23:32:05+00:00,10,Chainlink,LINK,26.84718,0.01,5.62,6.64,16048037960.74,887359150.93
2026-09-06T23:32:05+00:00,11,Polkadot,DOT,8.73656,1.09,-2.45,9.66,11408636764.06,490136791.77
2026-09-06T23:32:05+00:00,12,Polygon,MATIC,1.0013,-1.64,5.12,-9.04,9009236428.43,383311201.99
2026-09-06T23:32:05+00:00,13,Litecoin,LTC,114.168149,1.91,-7.93,2.18,8398569328.11,653573036.37
2026-09-06T23:32:05+00:00,14,TRON,TRX,0.177574,-0.02,-2.45,14.11,16022905176.64,1394778313.71
2026-09-06T23:32:05+00:00,15,Toncoin,TON,6.751243,-1.14,3.19,2.44,17165033442.1,1179719875.16
2026-09-07T00:32:05+00:00,1,Bitcoin,BTC,56177.490592,1.15,3.15,12.54,1172993613498.24,60064317750.03
2026-09-07T00:32:05+00:00,2,Ethereum,ETH,4269.636951,-0.42,6.25,-11.98,520008791482.64,16259388028.95
2026-09-07T00:32:05+00:00,3,Tether,USDT,0.982367,-0.95,6.42,2.54,119710332351.61,9964646152.72
2026-09-07T00:32:05+00:00,4,BNB,BNB,602.55146,-0.16,0.5,11.41,90656392906.22,6203774972.08
2026-09-07T00:32:05+00:00,5,Solana,SOL,177.293461,-0.69,-5.51,14.51,84673625099.89,6289423449.97
2026-09-07T00:32:05+00:00,6,XRP,XRP,1.391846,-0.24,4.37,5.27,80394212414.78,4675407349.2
2026-09-07T00:32:05+00:00,7,Dogecoin,DOGE,0.128912,-1.05,-4.93,-4.45,18374358815.72,1475341275.04
2026-09-07T00:32:05+00:00,8,Cardano,ADA,0.599317,-1.38,-4.04,-3.57,21509536865.43,852592417.26
2026-09-07T00:32:05+00:00,9,Avalanche,AVAX,122.948506,-1.24,7.6,10.51,18848686495.59,1667119711.12
2026-09-07T00:32:05+00:00,10,Chainlink,LINK,25.495687,-0.46,7.74,12.82,16275586801.35,908745158.6
2026-09-07T00:32:05+00:00,11,Polkadot,DOT,8.610136,0.55,-6.29,-7.77,11374541796.85,365209218.24
2026-09-07T00:32:05+00:00,12,Polygon,MATIC,0.974062,1.16,3.1,2.52,9124092748.4,525950469.11
2026-09-07T00:32:05+00:00,13,Litecoin,LTC,109.984384,0.41,-1.52,10.93,8468544653.17,468734298.12
2026-09-07T00:32:05+00:00,14,TRON,TRX,0.181803,1.0,-1.26,-7.0,16171554708.38,1333154615.71
2026-09-07T00:32:05+00:00,15,Toncoin,TON,6.952469,0.8,5.64,8.79,17348972432.44,990150997.23
2026-09-07T01:32:05+00:00,1,Bitcoin,BTC,56980.10858,0.51,-6.43,-0.31,1176607646386.05,85163163468.44
2026-09-07T01:32:05+00:00,2,Ethereum,ETH,4328.482332,-1.0,-1.22,0.93,517254589764.33,28153310969.81
2026-09-07T01:32:05+00:00,3,Tether,USDT,1.010515,1.72,-5.07,7.91,120667630613.04,6398700669.33
